category,filename,snr,psnr_denoised,ssim_denoised,mse_denoised,psnr_noisy,ssim_noisy,mse_noisy,psnr_improvement,ssim_improvement
CP,CP_-10dB_12.png,-10,11.534252087511119,0.022110875613706803,4567.253866390306,17.7790455207159,0.030476743303447885,1084.3657924107142,-6.244793433204782,-0.008365867689741083
CP,CP_-10dB_120.png,-10,11.259834667740654,0.0031714057553351776,4865.157386001276,17.384431127752865,0.04238911482440046,1187.5099250637754,-6.124596460012212,-0.039217709069065285
CP,CP_-10dB_121.png,-10,11.241861722563806,0.0021970096114789215,4885.333187181122,17.423197236903253,0.03699386472268225,1176.9571109693877,-6.181335514339446,-0.034796855111203326
CP,CP_-10dB_122.png,-10,11.199598478907442,0.0024413900209991454,4933.106744260204,16.178158577258728,0.011678397301553919,1567.7055763711735,-4.978560098351286,-0.009237007280554774
CP,CP_-10dB_123.png,-10,11.173395562246265,0.002049276959227077,4962.960339604592,17.57836331213474,0.01860134162990392,1135.648756377551,-6.404967749888476,-0.016552064670676846
CP,CP_-10dB_124.png,-10,11.193922194065527,0.0032730727054639556,4939.55859375,18.061500137447254,0.029285658983358866,1016.0857182716836,-6.867577943381727,-0.02601258627789491
CP,CP_-10dB_125.png,-10,11.285611843299108,0.0028755779350405175,4836.3661910076535,17.693809264273813,0.017670285327798158,1105.8581792091836,-6.408197420974705,-0.01479470739275764
Frank,Frank_-10dB_1.png,-10,11.516046396145455,0.0036822968510501885,4586.440051020408,18.918697173748967,0.04481276727612791,834.0856385522959,-7.402650777603512,-0.04113047042507772
Frank,Frank_-10dB_10.png,-10,11.545919624570708,0.003272037144002745,4555.000179368622,18.84824671499775,0.03155540149519137,847.7263632015306,-7.302327090427042,-0.028283364351188625
Frank,Frank_-10dB_100.png,-10,11.571776013777448,0.004766828848075923,4527.9618542729595,20.537889417729293,0.06350770963640913,574.5018335459183,-8.966113403951844,-0.058740880788333207
Frank,Frank_-10dB_101.png,-10,11.55386875317758,0.004035138807285398,4546.670539700255,18.779943022003025,0.026975120425561012,861.164381377551,-7.226074268825444,-0.022939981618275613
Frank,Frank_-10dB_102.png,-10,11.627192703640219,0.00425026045277788,4470.551379145408,17.652298276995452,0.025522075882919833,1116.4789341517858,-6.0251055733552334,-0.021271815430141953
Frank,Frank_-10dB_103.png,-10,11.461079137678025,0.0032797228360691467,4644.858059630102,18.333384345346087,0.05657068605287442,954.4252630739796,-6.872305207668061,-0.05329096321680528
Frank,Frank_-10dB_104.png,-10,11.455901893944496,0.004646456222901761,4650.398517219388,17.129062420848612,0.02959607283127196,1259.4302455357142,-5.673160526904116,-0.0249496166083702
Frank,Frank_-10dB_105.png,-10,11.475495985077382,0.002485230140311198,4629.464544802296,18.719381884366467,0.06309527675253077,873.2571946747449,-7.243885899289085,-0.06061004661221957
Frank,Frank_-10dB_106.png,-10,11.537713927387678,0.0036620547973493307,4563.614676339285,18.505645306886734,0.056841599634107676,917.3093710140306,-6.967931379499056,-0.053179544836758345
Frank,Frank_-10dB_107.png,-10,11.531275084295107,0.006421424589599625,4570.385702327806,18.004638803184708,0.02731091551893886,1029.476602359694,-6.473363718889601,-0.020889490929339234
Frank,Frank_-10dB_108.png,-10,11.98490029141807,0.03523075546878793,4117.089724170918,18.29524329459606,0.03229401684512792,962.8442283163265,-6.310343003177989,0.002936738623660007
